iter	Passed	Remaining
1666	34520	6895
1667	34542	6875
1668	34564	6854
1669	34585	6834
1670	34604	6813
1671	34624	6792
1672	34643	6771
1673	34662	6750
1674	34681	6729
1675	34701	6708
1676	34719	6687
1677	34739	6666
1678	34759	6645
1679	34790	6626
1680	34814	6606
1681	34835	6585
1682	34855	6565
1683	34874	6544
1684	34894	6523
1685	34914	6502
1686	34933	6481
1687	34951	6460
1688	34972	6439
1689	34991	6418
1690	35010	6397
1691	35029	6376
1692	35049	6355
1693	35072	6335
1694	35095	6315
1695	35114	6294
1696	35134	6273
1697	35153	6252
1698	35173	6231
1699	35192	6210
1700	35211	6189
1701	35232	6168
1702	35255	6148
1703	35276	6127
1704	35296	6106
1705	35315	6086
1706	35335	6065
1707	35370	6046
1708	35393	6026
1709	35414	6005
1710	35433	5984
1711	35454	5964
1712	35474	5943
1713	35494	5922
1714	35514	5901
1715	35533	5880
1716	35555	5860
1717	35574	5839
1718	35593	5818
1719	35613	5797
1720	35631	5776
1721	35662	5757
1722	35686	5737
1723	35705	5716
1724	35724	5695
1725	35743	5674
1726	35763	5653
1727	35784	5632
1728	35804	5611
1729	35824	5591
1730	35843	5570
1731	35862	5549
1732	35882	5528
1733	35901	5507
1734	35922	5486
1735	35957	5468
1736	35979	5447
1737	36000	5426
1738	36020	5406
1739	36040	5385
1740	36060	5364
1741	36079	5343
1742	36100	5322
1743	36120	5302
1744	36140	5281
1745	36159	5260
1746	36179	5239
1747	36198	5218
1748	36218	5197
1749	36239	5177
1750	36262	5156
1751	36282	5135
1752	36301	5114
1753	36321	5094
1754	36340	5073
1755	36359	5052
1756	36378	5031
1757	36398	5010
1758	36417	4989
1759	36436	4968
1760	36456	4947
1761	36475	4926
1762	36493	4905
1763	36531	4887
1764	36554	4867
1765	36574	4846
1766	36593	4825
1767	36613	4804
1768	36633	4783
1769	36653	4762
1770	36678	4742
1771	36697	4721
1772	36717	4700
1773	36737	4680
1774	36756	4659
1775	36779	4638
1776	36799	4618
1777	36824	4597
1778	36847	4577
1779	36867	4556
1780	36887	4535
1781	36907	4515
1782	36928	4494
1783	36949	4473
1784	36970	4452
1785	36990	4432
1786	37011	4411
1787	37031	4390
1788	37052	4370
1789	37073	4349
1790	37092	4328
1791	37112	4307
1792	37134	4287
1793	37153	4266
1794	37172	4245
1795	37191	4224
1796	37212	4203
1797	37233	4183
1798	37253	4162
1799	37271	4141
1800	37291	4120
1801	37312	4099
1802	37334	4079
1803	37354	4058
1804	37375	4037
1805	37402	4017
1806	37424	3997
1807	37443	3976
1808	37462	3955
1809	37481	3934
1810	37502	3913
1811	37521	3892
1812	37543	3872
1813	37563	3851
1814	37584	3830
1815	37602	3809
1816	37622	3789
1817	37643	3768
1818	37662	3747
1819	37681	3726
1820	37702	3706
1821	37721	3685
1822	37740	3664
1823	37759	3643
1824	37780	3622
1825	37799	3601
1826	37819	3581
1827	37839	3560
1828	37859	3539
1829	37878	3518
1830	37897	3497
1831	37918	3477
1832	37939	3456
1833	37970	3436
1834	37993	3416
1835	38013	3395
1836	38033	3374
1837	38055	3354
1838	38075	3333
1839	38094	3312
1840	38113	3291
1841	38132	3270
1842	38151	3250
1843	38171	3229
1844	38192	3208
1845	38211	3187
1846	38231	3166
1847	38249	3146
1848	38270	3125
1849	38292	3104
1850	38311	3083
1851	38331	3063
1852	38349	3042
1853	38369	3021
1854	38388	3000
1855	38407	2979
1856	38426	2959
1857	38444	2938
1858	38465	2917
1859	38485	2896
1860	38504	2875
1861	38523	2855
1862	38556	2835
1863	38578	2814
1864	38597	2793
1865	38618	2773
1866	38638	2752
1867	38657	2731
1868	38676	2710
1869	38696	2690
1870	38715	2669
1871	38734	2648
1872	38755	2627
1873	38774	2607
1874	38793	2586
1875	38815	2565
1876	38838	2545
1877	38859	2524
1878	38879	2503
1879	38899	2482
1880	38919	2462
1881	38938	2441
1882	38958	2420
1883	38978	2399
1884	38997	2379
1885	39018	2358
1886	39037	2337
1887	39057	2316
1888	39076	2296
1889	39096	2275
1890	39116	2254
1891	39137	2234
1892	39156	2213
1893	39176	2192
1894	39195	2171
1895	39219	2151
1896	39239	2130
1897	39257	2109
1898	39276	2088
1899	39296	2068
1900	39316	2047
1901	39336	2026
1902	39361	2006
1903	39382	1985
1904	39405	1965
1905	39427	1944
1906	39449	1923
1907	39468	1903
1908	39488	1882
1909	39507	1861
1910	39525	1840
1911	39545	1820
1912	39564	1799
1913	39584	1778
1914	39605	1757
1915	39623	1737
1916	39642	1716
1917	39663	1695
1918	39687	1675
1919	39707	1654
1920	39728	1633
1921	39747	1613
1922	39766	1592
1923	39785	1571
1924	39804	1550
1925	39824	1530
1926	39845	1509
1927	39865	1488
1928	39885	1468
1929	39904	1447
1930	39924	1426
1931	39944	1405
1932	39978	1385
1933	40001	1365
1934	40020	1344
1935	40041	1323
1936	40062	1302
1937	40081	1282
1938	40101	1261
1939	40121	1240
1940	40145	1220
1941	40166	1199
1942	40185	1178
1943	40205	1158
1944	40224	1137
1945	40243	1116
1946	40278	1096
1947	40301	1075
1948	40321	1055
1949	40342	1034
1950	40363	1013
1951	40382	993
1952	40401	972
1953	40424	951
1954	40444	930
1955	40462	910
1956	40482	889
1957	40501	868
1958	40523	848
1959	40543	827
1960	40570	806
1961	40592	786
1962	40611	765
1963	40631	744
1964	40650	724
1965	40668	703
1966	40689	682
1967	40710	661
1968	40729	641
1969	40749	620
1970	40768	599
1971	40787	579
1972	40806	558
1973	40825	537
1974	40845	517
1975	40866	496
1976	40885	475
1977	40904	454
1978	40923	434
1979	40943	413
1980	40963	392
1981	40982	372
1982	41001	351
1983	41021	330
1984	41041	310
1985	41061	289
1986	41079	268
1987	41099	248
1988	41126	227
1989	41148	206
1990	41169	186
1991	41188	165
1992	41208	144
1993	41227	124
1994	41247	103
1995	41266	82
1996	41285	62
1997	41305	41
1998	41324	20
1999	41344	0
