iter	RMSE
210	0.7738271109
211	0.7712968909
212	0.7696255885
213	0.7664515817
214	0.7656452405
215	0.7644673212
216	0.7614411219
217	0.7589686624
218	0.756482285
219	0.7541661819
220	0.7520329351
221	0.7502761304
222	0.7489930066
223	0.7470098296
224	0.7463117645
225	0.744687971
226	0.7435990879
227	0.7420717192
228	0.7408364178
229	0.739713805
230	0.7382034912
231	0.737019324
232	0.7331445577
233	0.7315999469
234	0.7296269869
235	0.7274817546
236	0.7250604439
237	0.722410367
238	0.7210357785
239	0.7198100646
240	0.7182834271
241	0.7164633132
242	0.7149253023
243	0.7139003526
244	0.7110707051
245	0.7086366062
246	0.7072722498
247	0.7065050938
248	0.7042439827
249	0.701618052
250	0.6996310381
251	0.6971919695
252	0.6947112201
253	0.694020808
254	0.6924859554
255	0.6905670932
256	0.6882335763
257	0.6869129221
258	0.6860546437
259	0.6849785367
260	0.6836117464
261	0.6826650968
262	0.6806155291
263	0.6789458292
264	0.6771320327
265	0.6747040916
266	0.6735777274
267	0.6719105285
268	0.6697706191
269	0.6676280915
270	0.6666235119
271	0.6659488343
272	0.6640340993
273	0.663582934
274	0.6624457481
275	0.6616207099
276	0.6608726349
277	0.6597443031
278	0.6575403821
279	0.6563148497
280	0.6556662958
281	0.654407945
282	0.652404402
283	0.6497857602
284	0.6475414544
285	0.6457357591
286	0.6443287109
287	0.6435290366
288	0.6430998354
289	0.6412833855
290	0.6402878892
291	0.6388013641
292	0.6381885988
293	0.6370874255
294	0.6357242234
295	0.6344598991
296	0.6329511938
297	0.6301402952
298	0.6283289596
299	0.6275998393
300	0.6263479204
301	0.6250722214
302	0.6235789729
303	0.6221310688
304	0.6208787132
305	0.6200646343
306	0.6188938121
307	0.6166407749
308	0.6151578946
309	0.6140818548
310	0.6126232177
311	0.6113709884
312	0.6098386835
313	0.6082739407
314	0.6069321999
315	0.606625055
316	0.6063384876
317	0.6060681157
318	0.6048285941
319	0.6037749531
320	0.6024677924
321	0.6014668738
322	0.6004892905
323	0.5997436964
324	0.5990029694
325	0.5987641487
326	0.5980797933
327	0.5974052117
328	0.5971149272
329	0.5956534582
330	0.5944004144
331	0.5934889712
332	0.59320087
333	0.5918834423
334	0.5911704043
335	0.5904484887
336	0.5901917284
337	0.5896999807
338	0.5882598483
339	0.5871576574
340	0.5869465862
341	0.5852533096
342	0.5841716702
343	0.5839101229
344	0.5837017794
345	0.5828038184
346	0.5821211314
347	0.5819157341
348	0.5816958077
349	0.5803718826
350	0.5801260351
351	0.5790525193
352	0.5788163329
353	0.5786235437
354	0.5784337793
355	0.5782456688
356	0.5764533668
357	0.5762225005
358	0.5742067686
359	0.574022941
360	0.5724039238
361	0.5717888943
362	0.5706213745
363	0.5696242359
364	0.5686003482
365	0.566999543
366	0.5668254497
367	0.565687286
368	0.56551695
369	0.5653080617
370	0.563534809
371	0.5619204084
372	0.5597673273
373	0.5586360614
374	0.5576495969
375	0.5567136111
376	0.5552202555
377	0.5537227213
378	0.5530006022
379	0.5527678093
380	0.5520071278
381	0.5503701356
382	0.5497949862
383	0.5490758828
384	0.5471109013
385	0.546255829
386	0.5453796685
387	0.5447256984
388	0.543807586
389	0.5427759827
390	0.5418567995
391	0.5416660958
392	0.5405335641
393	0.539217414
394	0.5379757424
395	0.5366923112
396	0.5359124139
397	0.5347449012
398	0.5338224975
399	0.5324081031
400	0.5312436174
401	0.5302917799
402	0.5300622687
403	0.5293125903
404	0.5286938217
405	0.5278342073
406	0.5269171826
407	0.525402006
408	0.5244398764
409	0.5239201535
410	0.5230210667
411	0.5224309943
412	0.5208167788
413	0.5198030632
414	0.5188017869
415	0.5186128625
416	0.5176373843
417	0.5167507881
418	0.5161285197
419	0.5159777643
420	0.5154217581
421	0.5140317288
422	0.5132008955
423	0.5122995416
424	0.5116088638
425	0.5107176978
426	0.5100823386
427	0.5090501015
428	0.5079374809
429	0.5069485934
430	0.5067620488
431	0.5056936155
432	0.5045936606
433	0.5035849821
434	0.5027154532
435	0.5023052777
436	0.5015159704
437	0.5008062591
438	0.5000740428
439	0.4994270677
440	0.4986175685
441	0.4977253123
442	0.4970393903
443	0.4963867873
444	0.4954049569
445	0.4950900446
446	0.4944435412
447	0.4940731034
448	0.493565818
449	0.492265389
450	0.4916376382
451	0.4912313877
452	0.4903068327
453	0.4897241034
454	0.4887327815
455	0.4877206588
456	0.4862718596
457	0.4855193145
458	0.485182545
459	0.4845629395
460	0.4836705502
461	0.4831925232
462	0.4824930081
463	0.4818083813
464	0.4814151321
465	0.4807194921
466	0.4800684997
467	0.4791157297
468	0.4785868921
469	0.4779700363
470	0.4775380172
471	0.4772243007
472	0.4767610853
473	0.4766448163
474	0.4758759044
475	0.475228237
476	0.474899616
477	0.4742217956
478	0.4739898883
479	0.473691651
480	0.4735308802
481	0.4734133197
482	0.4730896554
483	0.4726533935
484	0.4724216449
485	0.4722630083
486	0.4718484078
487	0.4709370064
488	0.4703683953
489	0.469871339
490	0.4692200661
491	0.4687809121
492	0.4685609557
493	0.4679011803
494	0.4671055752
495	0.4664751149
496	0.4661910533
497	0.4660470691
498	0.4654544332
499	0.4653441835
500	0.4649422725
501	0.4642780659
502	0.4636119487
503	0.4635145802
504	0.4629337973
505	0.4624037353
506	0.4622561182
507	0.4615790057
508	0.4614644459
509	0.4608859443
510	0.4603564309
511	0.4598828631
512	0.4596386155
513	0.4590930129
514	0.4588333622
515	0.4580275235
516	0.4573825687
517	0.4571059031
518	0.4569985923
519	0.4563929439
520	0.455224824
521	0.4546211778
522	0.4541165736
523	0.4536497642
524	0.4528536038
525	0.4524837176
526	0.4521155847
527	0.4516698086
528	0.4513154554
529	0.4508962348
530	0.4505195535
531	0.450172419
532	0.4496362794
533	0.4492110373
534	0.449121092
535	0.44853643
536	0.4480633335
537	0.4475139498
538	0.446651388
539	0.4460431898
540	0.445912509
541	0.445238991
542	0.4447174784
543	0.4446116549
544	0.4443456957
545	0.4438364324
546	0.4433039686
547	0.4432719124
548	0.4426590521
549	0.4422483249
550	0.4417739688
551	0.4413644245
552	0.4403783636
553	0.4403057212
554	0.4398285304
555	0.4387109242
556	0.4383202054
557	0.4382863231
558	0.4374653916
559	0.436701831
560	0.4365813956
561	0.4360209676
562	0.4355370222
563	0.4350274612
564	0.4341580043
565	0.4336773786
566	0.4335651002
567	0.433008512
568	0.4327915276
569	0.4326507179
570	0.4323272335
571	0.4317526116
572	0.4316273426
573	0.4312917672
574	0.4309549116
575	0.4308341209
576	0.4303592012
577	0.4302903882
578	0.4302526984
579	0.43018532
580	0.4296300655
581	0.4295662083
582	0.4291245113
583	0.4290821263
584	0.4286555461
585	0.428338065
586	0.4276375668
587	0.4268782637
588	0.4268510974
589	0.426606582
590	0.4261344396
591	0.4261122082
592	0.4260656372
593	0.4253224784
594	0.4248622298
595	0.4244697697
596	0.4241353764
597	0.4238076371
598	0.4235232886
599	0.4232234798
600	0.4227883398
601	0.4225425161
602	0.4221141919
603	0.4220802862
604	0.4215610096
605	0.4215188364
606	0.4214941529
607	0.4210200875
608	0.4206280472
609	0.4205862078
610	0.4201341598
611	0.4192727694
612	0.4192537908
613	0.4190219613
614	0.4189898006
615	0.4185106559
616	0.4184866921
617	0.4181196657
618	0.418098575
619	0.4178860032
620	0.4174887893
621	0.4174675902
622	0.4169692718
623	0.4169483571
624	0.4166754102
625	0.4163045371
626	0.4161496948
627	0.4161313849
628	0.4156584349
629	0.4153630683
630	0.4152667096
631	0.4148834783
632	0.4145820797
633	0.4139114006
634	0.4135576063
635	0.4135319916
636	0.413240203
637	0.4131002818
638	0.4130862726
639	0.4129378578
640	0.4125863549
641	0.412548277
642	0.4124624353
643	0.411558686
644	0.4111994402
645	0.4111774471
646	0.4110682668
647	0.4110403755
648	0.411021675
649	0.4109845597
650	0.410732429
651	0.4103354801
652	0.4099525095
653	0.4099324172
654	0.4099124915
655	0.4096728445
656	0.4093157294
657	0.4092954273
658	0.4088964028
659	0.4084499259
660	0.4080979832
661	0.4079966714
662	0.4079536233
663	0.4075109751
664	0.407207224
665	0.4069577414
666	0.4066368331
667	0.4062933277
668	0.4062137081
669	0.406191635
670	0.4061661647
671	0.4061454254
672	0.406098703
673	0.4058316209
674	0.4055703041
675	0.405046971
676	0.405021303
677	0.404834923
678	0.4047054322
679	0.4043763078
680	0.4040872818
681	0.403982831
682	0.403784076
683	0.4037103028
684	0.4036917141
685	0.4033642237
686	0.4033476092
687	0.4033003026
688	0.4031272695
689	0.403040739
690	0.403023771
691	0.4030074187
692	0.4026672835
693	0.4018469182
694	0.4013506222
695	0.4011027485
696	0.4003436298
697	0.3998719383
698	0.3994471638
699	0.3994050046
700	0.3993933896
701	0.3988679696
702	0.398339337
703	0.398323301
704	0.397940984
705	0.3976995327
706	0.3976757213
707	0.3973803464
708	0.3969645637
709	0.3966931588
710	0.3962837753
711	0.3959432551
712	0.3958761782
713	0.3957629385
714	0.3952991722
715	0.3952458692
716	0.3952340372
717	0.3952069196
718	0.3951813245
719	0.3951200437
720	0.3951085744
721	0.3949096484
722	0.3948790026
723	0.3948568576
724	0.3948061177
725	0.3943282059
726	0.3936762622
727	0.393622804
728	0.393609122
729	0.3935895491
730	0.3935753644
731	0.3932219836
732	0.3932048339
733	0.3926651353
734	0.3926587636
735	0.3924733348
736	0.3921300204
737	0.3920798897
738	0.3916351351
739	0.3910324013
740	0.3910060476
741	0.3909669884
742	0.3909603183
743	0.3909129001
744	0.3905497061
745	0.3902953835
746	0.3902367502
747	0.3896886011
748	0.3893745149
749	0.3890323646
750	0.389018048
751	0.3886789129
752	0.3886656639
753	0.3884186793
754	0.3878775739
755	0.3875305444
756	0.3875162969
757	0.3874422611
758	0.3874357522
759	0.3869780891
760	0.3866089237
761	0.3859126867
762	0.3858988466
763	0.3858613278
764	0.3853308696
765	0.385317862
766	0.385271819
767	0.3849618927
768	0.3849304274
769	0.384760531
770	0.3847311982
771	0.3842383879
772	0.3835750598
773	0.3835244146
774	0.3835183578
775	0.3833705415
776	0.3833616621
777	0.3828101779
778	0.3826901812
779	0.3826850193
780	0.3822705552
781	0.381524946
782	0.3809539459
783	0.3809481193
784	0.3805349423
785	0.3805189998
786	0.3805072408
787	0.3804833777
788	0.3799746186
789	0.3799640841
790	0.3799159911
791	0.3797065537
792	0.3792570373
793	0.3792463153
794	0.3788462383
795	0.3788136001
796	0.3788078884
797	0.3783742194
798	0.3781760317
799	0.3773742986
800	0.3773547381
801	0.3773402367
802	0.3772613226
803	0.3772502442
804	0.3767523159
805	0.376741794
806	0.3767288228
807	0.3767184376
808	0.3762579029
809	0.3761877013
810	0.3757984043
811	0.3757853257
812	0.3757731317
813	0.3757626341
814	0.3754533642
815	0.3749613569
816	0.3749056952
817	0.3743465566
818	0.3743301198
819	0.3739873795
820	0.3739354306
821	0.3735500287
822	0.3735382122
823	0.3735264145
824	0.3734607037
825	0.3734461407
826	0.3733861042
827	0.3733750885
828	0.3730736056
829	0.3727754071
830	0.3727636475
831	0.3725255235
832	0.3723020088
833	0.3720050397
834	0.3719933606
835	0.371578074
836	0.3715699878
837	0.3712756784
838	0.3711477476
839	0.3711395348
840	0.3708210931
841	0.3708142253
842	0.3708072745
843	0.3702828017
844	0.370271752
845	0.369952647
846	0.3699352854
847	0.3698273369
848	0.3698176715
849	0.3697882082
850	0.3692719622
851	0.369176022
852	0.3688814322
853	0.368868583
854	0.3688592686
855	0.3688482082
856	0.3685471363
857	0.3683445674
858	0.3683340882
859	0.3679950861
860	0.367956813
861	0.3674831383
862	0.3670080666
863	0.3670002054
864	0.3667814931
865	0.3667720777
866	0.3664915272
867	0.3664766696
868	0.3661848838
869	0.366179529
870	0.3660383564
871	0.3656677105
872	0.3656599653
873	0.3652069525
874	0.3651976772
875	0.3649967603
876	0.3645485862
877	0.3641923415
878	0.3640556916
879	0.3636914655
880	0.3636833047
881	0.363405721
882	0.3633785857
883	0.3630162371
884	0.3627047977
885	0.3625650699
886	0.3625590739
887	0.3619666612
888	0.3617214999
889	0.3615537705
890	0.3613682467
891	0.3610735892
892	0.3609526034
893	0.3608171882
894	0.3604544652
895	0.360449427
896	0.3601785133
897	0.3599504111
898	0.3594653124
899	0.359452719
900	0.3592731771
901	0.359009619
902	0.3589644591
903	0.3587461562
904	0.3583698225
905	0.3583633859
906	0.3583583818
907	0.3583457221
908	0.3582628313
909	0.358093365
910	0.3580873576
911	0.3580824006
912	0.357778618
913	0.3574812841
914	0.357389953
915	0.3573791955
916	0.3573269713
917	0.3573129485
918	0.356660129
919	0.3564557121
920	0.3564517227
921	0.3562931675
922	0.3559416119
923	0.3556714832
924	0.3553271225
925	0.3550740323
926	0.3550677822
927	0.3549537568
928	0.3549401348
929	0.3546606949
930	0.3546288028
931	0.3543913661
932	0.3540365389
933	0.3540281415
934	0.3540014136
935	0.3539774231
936	0.3537646247
937	0.3534638673
938	0.3534585971
939	0.3534047025
940	0.3533978786
941	0.3533132669
942	0.3531992311
943	0.3530033326
944	0.3528494564
945	0.3528071383
946	0.3527655324
947	0.352644353
948	0.3526341484
949	0.3523841564
950	0.3523791806
951	0.3523720554
952	0.3523621617
953	0.3521376751
954	0.3518661829
955	0.3518611641
956	0.3515892177
957	0.3515570582
958	0.351552461
959	0.3513780174
960	0.3513399926
961	0.351041164
962	0.3509491219
963	0.350896352
964	0.3508626833
965	0.3508348039
966	0.3508290361
967	0.350806577
968	0.3507968561
969	0.3507833086
970	0.3507766624
971	0.3507706698
972	0.3507589162
973	0.350685565
974	0.3506591642
975	0.3506549172
976	0.3502003008
977	0.3498488953
978	0.3496705143
979	0.349661311
980	0.3496566573
981	0.3496081865
982	0.3495003895
983	0.3494930008
984	0.3494884818
985	0.3494343608
986	0.3494279139
987	0.3494177187
988	0.349279214
989	0.3489931578
990	0.3489817593
991	0.348862121
992	0.3488557534
993	0.3488484551
994	0.3488350011
995	0.348707252
996	0.3487026467
997	0.3486939205
998	0.3486695824
999	0.3483937526
1000	0.3480821241
1001	0.3480710207
1002	0.3478777221
1003	0.3473712106
1004	0.3472122878
1005	0.3469405455
1006	0.3467972369
1007	0.3467927138
1008	0.346731362
1009	0.3463968296
1010	0.3461382224
1011	0.345795162
1012	0.3457896132
1013	0.3457484646
1014	0.3457440641
1015	0.3456869522
1016	0.3456816542
1017	0.3454737266
1018	0.3453758682
1019	0.3453668393
1020	0.3453614243
1021	0.3451267654
1022	0.3451160401
1023	0.3450503498
1024	0.3450452001
1025	0.3442748314
1026	0.3442651136
1027	0.3442306507
1028	0.3442164071
1029	0.3442113477
1030	0.3440789116
1031	0.3437996484
1032	0.3437952483
1033	0.3437415293
1034	0.3435756971
1035	0.3435695761
1036	0.3435556189
1037	0.3435422012
1038	0.3435364915
1039	0.3435262712
1040	0.3430077979
1041	0.3430000889
1042	0.3429722524
1043	0.3427972555
1044	0.3427930906
1045	0.3426963486
1046	0.3426364335
1047	0.3426278697
1048	0.3422059885
1049	0.342197576
1050	0.3421059775
1051	0.3417281857
1052	0.3416683186
1053	0.3412977805
1054	0.3410179351
1055	0.3410128873
1056	0.3407017144
1057	0.3406946274
1058	0.3406878185
1059	0.3406638045
1060	0.3406590667
1061	0.3403586781
1062	0.3400725626
1063	0.3400411688
1064	0.3400192081
1065	0.3398564719
1066	0.339851895
1067	0.3394707612
1068	0.3394616856
1069	0.3394079674
1070	0.3393510044
1071	0.3393457885
1072	0.3393375241
1073	0.3393102909
1074	0.3392785951
1075	0.339270369
1076	0.3389710963
1077	0.3389227653
1078	0.3388461079
1079	0.3388190979
1080	0.338815675
1081	0.3385848922
1082	0.3383439616
1083	0.3381742301
1084	0.3380784962
1085	0.3379096889
1086	0.3377713054
1087	0.3377673559
1088	0.3376407093
1089	0.3373025619
1090	0.3372983556
1091	0.3372900287
1092	0.3372835088
1093	0.3372795068
1094	0.3370317151
1095	0.336898672
1096	0.3368422105
1097	0.3367209103
1098	0.3366301291
1099	0.3364214362
1100	0.3362633948
1101	0.3360603527
1102	0.3360347435
1103	0.3360272747
1104	0.3360221014
1105	0.3357594588
1106	0.3357306212
1107	0.3352380021
1108	0.3352106926
1109	0.3351269844
1110	0.3349753954
1111	0.3349699837
1112	0.3349619896
1113	0.3348165845
1114	0.3348094524
1115	0.3347002507
1116	0.3346111566
1117	0.3345029173
1118	0.3342916795
1119	0.3342873444
1120	0.334068899
1121	0.334064977
1122	0.3340542728
1123	0.3336143731
1124	0.3334260797
1125	0.3334185524
1126	0.3333114162
1127	0.3333075577
1128	0.333253297
1129	0.3330837178
1130	0.3329602173
1131	0.3326435803
1132	0.3326313888
1133	0.3326268282
1134	0.3323717632
1135	0.332323133
1136	0.3322656975
1137	0.3322237374
1138	0.3322199438
1139	0.3321746178
1140	0.3321097746
1141	0.3319181192
1142	0.3319141525
1143	0.3315664152
1144	0.3314056833
1145	0.3310764463
1146	0.3310337446
1147	0.331012885
1148	0.3307487908
1149	0.3306672243
1150	0.3306434607
1151	0.3305209461
1152	0.330213328
1153	0.3302048953
1154	0.3301997835
1155	0.3300978917
1156	0.3299614665
1157	0.3299564583
1158	0.3299412745
1159	0.32991244
1160	0.3295946107
1161	0.32956042
1162	0.3295560102
1163	0.3293170241
1164	0.3290954269
1165	0.3289783362
1166	0.3289719875
1167	0.3289664282
1168	0.3289608181
1169	0.3289402834
1170	0.328936743
1171	0.3289333086
1172	0.3283396131
1173	0.3279803223
1174	0.3275598777
1175	0.3274711694
1176	0.3274501843
1177	0.3271276898
1178	0.3268874643
1179	0.3266195636
1180	0.3262291118
1181	0.3261167309
1182	0.3259362344
1183	0.3257763155
1184	0.3256615151
1185	0.3256566761
1186	0.3255675561
1187	0.3255600723
1188	0.3252944143
1189	0.3249043836
1190	0.3246534584
1191	0.3246445436
1192	0.3246372849
1193	0.3244593481
1194	0.3243357011
1195	0.3242588972
1196	0.3242550329
1197	0.3241748381
1198	0.3241715732
1199	0.3240644032
1200	0.3240561738
1201	0.3239459224
1202	0.3239421279
1203	0.323876857
1204	0.3238682126
1205	0.32384074
1206	0.3235602641
1207	0.3235398018
1208	0.323425173
1209	0.3233942532
1210	0.3233904349
1211	0.3230856106
1212	0.3227964302
1213	0.3226495751
1214	0.3225680859
1215	0.3225591832
1216	0.3225190229
1217	0.3224873334
1218	0.3217140952
1219	0.3217062578
1220	0.3216988918
1221	0.3216440224
1222	0.3215994204
1223	0.3215503137
1224	0.3214119707
1225	0.3210872228
1226	0.3207594967
1227	0.3207317786
1228	0.3204539787
1229	0.3204445605
1230	0.3202398945
1231	0.3201427259
1232	0.3201371743
1233	0.3198930107
1234	0.3196852186
1235	0.3192110289
1236	0.3190326744
1237	0.3190079229
1238	0.3189612106
1239	0.318321398
1240	0.318294661
1241	0.318059627
1242	0.31801521
1243	0.3179469207
1244	0.3178938667
1245	0.3178606027
1246	0.3178527065
1247	0.3178150216
1248	0.3177980922
1249	0.3177756284
1250	0.3177293236
1251	0.3177255291
1252	0.3176998202
1253	0.3176598831
1254	0.3175125779
1255	0.3175086789
1256	0.3174465193
1257	0.317323551
1258	0.3172653366
1259	0.3170896878
1260	0.317079395
1261	0.3170758013
1262	0.317050281
1263	0.3168738943
1264	0.3168447775
1265	0.3166437993
1266	0.3166220782
1267	0.3166176391
1268	0.3165968748
1269	0.3165098196
1270	0.3163345637
1271	0.3161599137
1272	0.3158765536
1273	0.3157459077
1274	0.3154807103
1275	0.3147015903
1276	0.3144094167
1277	0.3143521937
1278	0.314302303
1279	0.3142994715
1280	0.3142780845
1281	0.3142330786
1282	0.3140570707
1283	0.3140210308
1284	0.313740762
1285	0.3135759128
1286	0.313462365
1287	0.3131232458
1288	0.3131120076
1289	0.3129395174
1290	0.3129327546
1291	0.3126053654
1292	0.3126021832
1293	0.3123007976
1294	0.3122970281
1295	0.3122656494
1296	0.3121808998
1297	0.312177084
1298	0.3121024985
1299	0.3119936285
1300	0.3119691112
1301	0.3119658912
1302	0.3119614359
1303	0.3119518026
1304	0.3118350867
1305	0.3117664051
1306	0.3115945016
1307	0.3115867538
1308	0.3113785195
1309	0.3113366596
1310	0.3113243437
1311	0.311321777
1312	0.3110937835
1313	0.3107837807
1314	0.3107805879
1315	0.3106104523
1316	0.3105058459
1317	0.3105004284
1318	0.3104945833
1319	0.3099081607
1320	0.3098906175
1321	0.3098502332
1322	0.3096452663
1323	0.3095618603
1324	0.3094942375
1325	0.3094305095
1326	0.3092247409
1327	0.3091681789
1328	0.3091508895
1329	0.3090692351
1330	0.3089090293
1331	0.3087268899
1332	0.3087005567
1333	0.3086547715
1334	0.3083601533
1335	0.3081950117
1336	0.3080051531
1337	0.307998987
1338	0.3076713898
1339	0.3076539034
1340	0.3076120403
1341	0.3073708159
1342	0.3071637292
1343	0.3071595135
1344	0.3071532594
1345	0.3068702867
1346	0.306866086
1347	0.3064269986
1348	0.3064169518
1349	0.3062301358
1350	0.3060382483
1351	0.3057901163
1352	0.3054963827
1353	0.3053816982
1354	0.3053779889
1355	0.305256158
1356	0.3052304913
1357	0.3052234204
1358	0.3052184285
1359	0.3050084587
1360	0.304999418
1361	0.3049975758
1362	0.3049278227
1363	0.3049241549
1364	0.3047099043
1365	0.3046856535
1366	0.304653709
1367	0.3046215586
1368	0.3046026629
1369	0.3045989154
1370	0.3044617368
1371	0.3044549349
1372	0.3044381977
1373	0.30440341
1374	0.304400417
1375	0.3043976273
1376	0.3041747562
1377	0.3041706143
1378	0.3040927443
1379	0.3037934757
1380	0.3037573098
1381	0.3035193289
1382	0.3032014263
1383	0.3031814872
1384	0.3031762729
1385	0.3029433018
1386	0.3029367082
1387	0.3029323259
1388	0.3028293273
1389	0.3028236419
1390	0.302816579
1391	0.3028129915
1392	0.3028096568
1393	0.3027345839
1394	0.3026875496
1395	0.3026843563
1396	0.3026688879
1397	0.302568778
1398	0.3024803456
1399	0.3024636304
1400	0.3024348302
1401	0.3023025227
1402	0.3022762021
1403	0.3022324601
1404	0.3022303896
1405	0.3021724081
1406	0.3021659241
1407	0.3021264897
1408	0.3020774952
1409	0.3020464221
1410	0.302042628
1411	0.3019151598
1412	0.3018474668
1413	0.3015726706
1414	0.301570181
1415	0.3015663389
1416	0.3013971121
1417	0.3009012156
1418	0.3008678448
1419	0.3006070217
1420	0.3004463566
1421	0.3004430284
1422	0.3004402351
1423	0.3004308821
1424	0.3004041799
1425	0.3002400165
1426	0.300132678
1427	0.3001291163
1428	0.2998071548
1429	0.2995668961
1430	0.2994413831
1431	0.2994381395
1432	0.2994345461
1433	0.2994308272
1434	0.2991636167
1435	0.2991599172
1436	0.2991563289
1437	0.2991424691
1438	0.2991393812
1439	0.2989858178
1440	0.298968528
1441	0.2989584648
1442	0.2986426893
1443	0.2986409679
1444	0.2985758372
1445	0.2982097227
1446	0.2981140681
1447	0.2979641112
1448	0.2979612219
1449	0.2978107496
1450	0.2978075094
1451	0.2974511107
1452	0.297253696
1453	0.2972340762
1454	0.2972319519
1455	0.2971693931
1456	0.2971285618
1457	0.2970354421
1458	0.296824926
1459	0.296800779
1460	0.2967790373
1461	0.2967298775
1462	0.2965351437
1463	0.2965318988
1464	0.2964650694
1465	0.2964589596
1466	0.2964412317
1467	0.2960912971
1468	0.2960874861
1469	0.2959895237
1470	0.2958588674
1471	0.2958556918
1472	0.2958504816
1473	0.2958008854
1474	0.2956523993
1475	0.2956468035
1476	0.2955439663
1477	0.2954547026
1478	0.2952276331
1479	0.2952012608
1480	0.2951656617
1481	0.2951627406
1482	0.2951410432
1483	0.2951358987
1484	0.2951321986
1485	0.2951273446
1486	0.2951243381
1487	0.295120944
1488	0.2951035249
1489	0.2948813692
1490	0.2948786215
1491	0.2945938147
1492	0.2943541526
1493	0.2942671029
1494	0.294264044
1495	0.2942586921
1496	0.294241479
1497	0.294238619
1498	0.294119058
1499	0.2941069438
1500	0.2941009752
1501	0.2940157173
1502	0.2938342138
1503	0.2938103226
1504	0.2938054538
1505	0.2938020359
1506	0.2937961841
1507	0.2937936582
1508	0.2937883581
1509	0.2937255462
1510	0.2935452667
1511	0.2935391628
1512	0.2935347531
1513	0.2935319357
1514	0.2933973532
1515	0.2930474966
1516	0.2930425804
1517	0.2930185557
1518	0.2927532158
1519	0.2924931887
1520	0.2924881951
1521	0.292203734
1522	0.2922014477
1523	0.292127116
1524	0.2921222236
