iter	RMSE
1525	0.2921017239
1526	0.2920985999
1527	0.2920367646
1528	0.2920282415
1529	0.2918593149
1530	0.2918506245
1531	0.2918474169
1532	0.291671372
1533	0.2916281466
1534	0.2916211476
1535	0.2916168849
1536	0.291434836
1537	0.2914316287
1538	0.2913745453
1539	0.2913714064
1540	0.2912601903
1541	0.2912013266
1542	0.2910397909
1543	0.2908893544
1544	0.2908857262
1545	0.2908832761
1546	0.2906680917
1547	0.290448548
1548	0.2904289131
1549	0.2904262675
1550	0.2904241869
1551	0.2904024161
1552	0.2903911112
1553	0.290389145
1554	0.2901254428
1555	0.2900047199
1556	0.2900002294
1557	0.2899861484
1558	0.2897578369
1559	0.2897126595
1560	0.2897097531
1561	0.2896343014
1562	0.2896314603
1563	0.2896273046
1564	0.2895054401
1565	0.289499146
1566	0.2894962242
1567	0.2893377561
1568	0.2890968515
1569	0.2889999415
1570	0.2888817358
1571	0.2887831486
1572	0.2887304577
1573	0.2887276203
1574	0.2885339598
1575	0.2884859061
1576	0.2883504449
1577	0.2883458083
1578	0.2882444639
1579	0.2881721222
1580	0.288169307
1581	0.2881497223
1582	0.288120948
1583	0.2879892021
1584	0.2879768464
1585	0.2879565767
1586	0.2879156394
1587	0.2879127639
1588	0.2879081669
1589	0.2878209825
1590	0.2876702508
1591	0.2876050454
1592	0.2875882238
1593	0.2875853777
1594	0.2875824532
1595	0.2875078438
1596	0.2875008363
1597	0.2874269076
1598	0.287155539
1599	0.2870875131
1600	0.2868686366
1601	0.286866056
1602	0.2866734455
1603	0.2866484188
1604	0.2865205446
1605	0.2863597052
1606	0.2863568128
1607	0.2861400622
1608	0.2861074692
1609	0.2860940658
1610	0.2860901779
1611	0.2860025857
1612	0.2858964145
1613	0.2857128964
1614	0.2856985258
1615	0.2856861877
1616	0.2856571867
1617	0.28563214
1618	0.2856268364
1619	0.2853686646
1620	0.2851353345
1621	0.2849747502
1622	0.2849722621
1623	0.2849527206
1624	0.2849268229
1625	0.2848644461
1626	0.2845982664
1627	0.2842887014
1628	0.2841785429
1629	0.2840350182
1630	0.2840307454
1631	0.283947583
1632	0.2838966162
1633	0.2836828962
1634	0.2836245119
1635	0.2836204976
1636	0.2836176245
1637	0.2832906087
1638	0.2831443334
1639	0.2831403585
1640	0.2829001545
1641	0.2827874696
1642	0.2826317445
1643	0.2826186029
1644	0.2824335828
1645	0.2823921534
1646	0.2823768327
1647	0.2821996092
1648	0.2821118728
1649	0.2820822212
1650	0.2820205039
1651	0.2820178128
1652	0.2819070437
1653	0.2818429804
1654	0.2818346379
1655	0.2816097466
1656	0.2814552829
1657	0.281439857
1658	0.2813124825
1659	0.2812708918
1660	0.2811700631
1661	0.2811557417
1662	0.2811479694
1663	0.2811415449
1664	0.2809266571
1665	0.2808292831
1666	0.2808269116
1667	0.2807182946
1668	0.2807030286
1669	0.2805303179
1670	0.2803622556
1671	0.2803537863
1672	0.2802688913
1673	0.2801554549
1674	0.2801531606
1675	0.2800751622
1676	0.2800641851
1677	0.2800503475
1678	0.2799773082
1679	0.2799102391
1680	0.2798504106
1681	0.2798297981
1682	0.2797675846
1683	0.2797285849
1684	0.2796220198
1685	0.2795992919
1686	0.2795963925
1687	0.2795910453
1688	0.2795422436
1689	0.2795382024
1690	0.2795362747
1691	0.2795179086
1692	0.2794971397
1693	0.2794652938
1694	0.2794325995
1695	0.2794222745
1696	0.279269829
1697	0.2792647322
1698	0.2792320939
1699	0.2789545037
1700	0.278804387
1701	0.2787561475
1702	0.2785365998
1703	0.2785155975
1704	0.2782931381
1705	0.2782892764
1706	0.2782519324
1707	0.2781808949
1708	0.2779238291
1709	0.277817722
1710	0.2777757349
1711	0.2774941192
1712	0.2774908442
1713	0.2774806453
1714	0.2774718445
1715	0.2774535793
1716	0.2774420121
1717	0.2773934452
1718	0.2772770444
1719	0.277273692
1720	0.2770594305
1721	0.2770093898
1722	0.2769993234
1723	0.2769952336
1724	0.2769332191
1725	0.2768349208
1726	0.2768317754
1727	0.2766812277
1728	0.2766789359
1729	0.2766767214
1730	0.2766304603
1731	0.2766256601
1732	0.2764580337
1733	0.276253885
1734	0.2762334151
1735	0.2761846371
1736	0.2758447543
1737	0.2758025902
1738	0.2756417305
1739	0.2751860099
1740	0.2751835351
1741	0.274858388
1742	0.2748396644
1743	0.2748372918
1744	0.2748253033
1745	0.2745993484
1746	0.274596342
1747	0.2743573918
1748	0.27435079
1749	0.2743290694
1750	0.2743271838
1751	0.2741238456
1752	0.2741185811
1753	0.2740171872
1754	0.2740145109
1755	0.2740029981
1756	0.2739903445
1757	0.2739801954
1758	0.2738039655
1759	0.2735737272
1760	0.2735646555
1761	0.273506616
1762	0.2734987001
1763	0.2734630937
1764	0.2733978621
1765	0.2733530651
1766	0.273271356
1767	0.2732632006
1768	0.2730923881
1769	0.2730758882
1770	0.2729627472
1771	0.27295036
1772	0.2729195073
1773	0.2726204882
1774	0.2726089924
1775	0.2725885738
1776	0.2725865736
1777	0.2725620227
1778	0.2725159312
1779	0.2721956022
1780	0.2721503054
1781	0.2721371918
1782	0.2720182915
1783	0.2720116062
1784	0.2719952034
1785	0.2718773268
1786	0.2718649631
1787	0.2718535545
1788	0.2718415264
1789	0.2717902698
1790	0.2717875359
1791	0.2716052476
1792	0.2716003739
1793	0.2715982263
1794	0.2715959804
1795	0.2712988797
1796	0.2712055873
1797	0.2710673129
1798	0.27092134
1799	0.2709180943
1800	0.2707132668
1801	0.2706103286
1802	0.2705012014
1803	0.2704508842
1804	0.2703715864
1805	0.270242555
1806	0.2701193555
1807	0.2699798982
1808	0.2699341084
1809	0.2698966079
1810	0.2697434231
1811	0.2695791828
1812	0.269565169
1813	0.2695196477
1814	0.2694243034
1815	0.2692331351
1816	0.2692303762
1817	0.2691004911
1818	0.2690980169
1819	0.2690865206
1820	0.2690592267
1821	0.2690147247
1822	0.2688064943
1823	0.2687591285
1824	0.2687570197
1825	0.2685657298
1826	0.2685141539
1827	0.2684705078
1828	0.2684566145
1829	0.2684443099
1830	0.2684080351
1831	0.2682808171
1832	0.2680498759
1833	0.267932028
1834	0.2676132714
1835	0.2676000663
1836	0.2675951479
1837	0.2675719926
1838	0.2675209268
1839	0.2675090298
1840	0.2674201955
1841	0.2673918912
1842	0.2673447533
1843	0.2673291929
1844	0.2673260381
1845	0.2672737104
1846	0.2672711812
1847	0.2672260482
1848	0.2672088624
1849	0.2672043162
1850	0.2671973133
1851	0.2671911531
1852	0.2671401688
1853	0.2671201915
1854	0.2669464037
1855	0.2669307564
1856	0.2668890671
1857	0.2668827457
1858	0.2668566583
1859	0.2667926186
1860	0.2667809016
1861	0.2667380338
1862	0.2664319975
1863	0.2660808719
1864	0.2660736911
1865	0.2659817228
1866	0.2659760006
1867	0.2658633499
1868	0.2658602407
1869	0.2658087166
1870	0.2658023762
1871	0.2657829475
1872	0.2657775153
1873	0.2652464323
1874	0.2649943013
1875	0.2649154327
1876	0.2647682509
1877	0.2647653172
1878	0.2647631998
1879	0.2646018417
1880	0.2645886374
1881	0.264570565
1882	0.2645409124
1883	0.2645270522
1884	0.2643699844
1885	0.264316978
1886	0.2641378913
1887	0.2641325624
1888	0.2641242711
1889	0.2639238998
1890	0.2639220975
1891	0.2639142003
1892	0.2638304693
1893	0.2637711986
1894	0.2637367617
1895	0.2637336866
1896	0.2634600997
1897	0.2634043915
1898	0.2633887321
1899	0.2633866669
1900	0.2633493841
1901	0.2633421339
1902	0.2631827586
1903	0.2630724279
1904	0.2630357573
1905	0.2630239888
1906	0.2629336384
1907	0.2629304416
1908	0.2628798177
1909	0.2628666906
1910	0.2625603217
1911	0.2624731977
1912	0.2623143794
1913	0.2623119429
1914	0.2621707018
1915	0.2621617797
1916	0.2619876046
1917	0.2618991898
1918	0.2616057593
1919	0.2615061077
1920	0.2613957306
1921	0.2613179111
1922	0.261261062
1923	0.2611391562
1924	0.2610298639
1925	0.2608958516
1926	0.2606946547
1927	0.2606841949
1928	0.2606788745
1929	0.2606503778
1930	0.260631334
1931	0.2605150057
1932	0.2604771622
1933	0.2604689579
1934	0.2603150789
1935	0.2602958323
1936	0.260038361
1937	0.2598417483
1938	0.2598393734
1939	0.2597351087
1940	0.2596992886
1941	0.2596947347
1942	0.2596837798
1943	0.2596810365
1944	0.2596347725
1945	0.2592249592
1946	0.2591804929
1947	0.2590592054
1948	0.2590346774
1949	0.2589412324
1950	0.2587049235
1951	0.2587013862
1952	0.2586768157
1953	0.2586519992
1954	0.2586105161
1955	0.2585972227
1956	0.2585947742
1957	0.2585920626
1958	0.2585769651
1959	0.2583202612
1960	0.2581112477
1961	0.2581042342
1962	0.2578812123
1963	0.2578087957
1964	0.2577849699
1965	0.2576064919
1966	0.2575248144
1967	0.2574244612
1968	0.2572855593
1969	0.2572836696
1970	0.2570573707
1971	0.2570400454
1972	0.2569275127
1973	0.2569245299
1974	0.2568241031
1975	0.2566985863
1976	0.256600925
1977	0.2565577529
1978	0.2564867336
1979	0.2563906123
1980	0.2563840347
1981	0.2563573771
1982	0.2563497326
1983	0.2561549947
1984	0.2557094897
1985	0.2555024756
1986	0.2554960251
1987	0.2554885807
1988	0.2551039038
1989	0.2550134794
1990	0.2549504358
1991	0.2549446743
1992	0.2548826316
1993	0.2548065537
1994	0.2545485299
1995	0.2544118454
1996	0.2544063578
1997	0.2543279345
1998	0.2543221948
1999	0.2543001842
